Park Name,Address,lat,lng
Leschi Park,"201 Lakeside Ave S, Seattle, WA 98144, USA",47.6009019,-122.2856299
Leschi-Lake Dell Natural Area,"3525 E Terrace St, Seattle, WA 98122, USA",47.6055303,-122.2877539
Lewis Park,"1120 15th Ave S, Seattle, WA 98144, USA",47.5926322,-122.3146397
Licorice Fern Natural Area on Thornton Creek,"12th Ave NE, Norman, OK 73071, USA",35.2547391,-97.423556
Licton Springs Park,"9536 Ashworth Ave N, Seattle, WA 98103, USA",47.697845,-122.339658
Lincoln Park,"8011 Fauntleroy Way SW, Seattle, WA 98136, USA",47.531497,-122.392876
Linden Orchard Park,"Linden Ave, North Township, IN, USA",41.56659550000001,-87.49888179999999
Little Brook Park,"14043 32nd Ave NE, Seattle, WA 98125, USA",47.7313787,-122.2938391
Llandover Woods Greenspace,"14499 3rd Ave NW, Seattle, WA 98177, USA",47.7341069,-122.3608311
Longfellow Creek GS: North,"Delridge Way SW, Seattle, WA 98106, USA",47.5444635,-122.3613433
Lowman Beach Park,"7017 Beach Dr SW, Seattle, WA 98136, USA",47.5401679,-122.3967532
Loyal Heights Playfield,"2101 NW 77th St, Seattle, WA 98117, USA",47.6846798,-122.3827862
Lynn Street Mini Park,"2291 Fairview Ave E, Seattle, WA 98102, USA",47.639594,-122.3294341
MacLean Park,"1922 Taylor Ave N, Seattle, WA 98109, USA",47.6359047,-122.3458995
Madison Park,"4201 E Madison St, Seattle, WA 98112, USA",47.6356189,-122.2782143
Madison Park North Beach,"2300 43rd Ave E, Seattle, WA 98112, USA",47.6397315,-122.2770571
Madrona Briar Patch,"1605 Madrona Dr, Seattle, WA 98122, USA",47.6153299,-122.2839904
Madrona Park,"853 Lake Washington Blvd, Seattle, WA 98122, USA",47.6097438,-122.282921
Madrona Playground,"3211 E Spring St, Seattle, WA 98122, USA",47.6116299,-122.2909501
Madrona Ravine,"E Spring St, Seattle, WA 98122, USA",47.6115759,-122.3001068
Magnolia Greenbelt,"W Howe St, Seattle, WA, USA",47.6359757,-122.3762004
Magnolia Manor Park,"3500 28th Ave W, Seattle, WA 98199, USA",47.6516826,-122.3928728
Magnolia Park,"1461 Magnolia Blvd W, Seattle, WA 98199, USA",47.6336997,-122.3974315
Magnolia Playfield,"2518 34th Ave W, Seattle, WA 98199, USA",47.6407733,-122.4009732
Magnolia Tidelands Park,"Seattle, WA, USA",47.6062095,-122.3320708
Magnuson Park,"7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6829455,-122.2597761
Maple Leaf Community Garden,"529 NE 103rd St, Seattle, WA 98125, USA",47.7031279,-122.3219908
Maple Leaf Reservoir Park,"1020 NE 82nd St, Seattle, WA 98115, USA",47.6885757,-122.3173054
Maple School Ravine,"1950 S Graham St, Seattle, WA 98108, USA",47.54715059999999,-122.3074104
Maple Wood Playfield,"4801 Corson Ave S, Seattle, WA 98108, USA",47.5599737,-122.3174649
Marra-Desimone Park,"9026 4th Ave S, Seattle, WA 98108, USA",47.5219939,-122.3293077
Marshall Park,"1191 7th Ave W, Seattle, WA 98119, USA",47.629544,-122.3664754
Martha Washington Park,"6612 57th Ave S, Seattle, WA 98118, USA",47.5428187,-122.2618017
Martin Luther King JR Memorial,"2200 Martin Luther King Jr Way S, Seattle, WA 98144, USA",47.5835956,-122.2981213
Marvin's Garden,"5400 Ballard Ave NW, Seattle, WA 98107, USA",47.6676465,-122.384768
Matthews Beach Park,"5100 NE 93rd St, Seattle, WA 98115, USA",47.69592,-122.272688
Mayfair Park,"2600 2nd Ave N, Seattle, WA 98109, USA",47.64327000000001,-122.353869
McClellan Place,"1600 S McClellan St, Seattle, WA 98144, USA",47.5786283,-122.3115864
McGilvra Boulevard,"1099 McGilvra Blvd E, Seattle, WA 98112, USA",47.6283378,-122.2812838
McGilvra Place,"1425 E Madison St, Seattle, WA 98122, USA",47.6142142,-122.3134198
McGraw Square,"Westlake Ave N, Seattle, WA 98109, USA",47.6323592,-122.3409157
Meadowbrook Playfield,"10533 35th Ave NE, Seattle, WA 98125, USA",47.7051758,-122.2908519
Me-Kwa-Mooks Natural Area,"4100 Aikins Ave SW, Seattle, WA 98116, USA",47.56754000000001,-122.40638
Me-Kwa-Mooks Park,"4503 Beach Dr SW, Seattle, WA 98116, USA",47.562957,-122.4063119
Meridian Playground,"4649 Sunnyside Ave N, Seattle, WA 98103, USA",47.6639475,-122.3313734
Miller Playfield,"330 19th Ave E, Seattle, WA 98112, USA",47.6218654,-122.3069
Miller Triangle,"222 20th Ave E, Seattle, WA 98112, USA",47.62032929999999,-122.306044
Mineral Springs Park,"1500 N 105th St, Seattle, WA 98133, USA",47.7051935,-122.3360156
Mock Creek Ravine,"9612 35th Ave NE, Seattle, WA 98115, USA",47.6987637,-122.2905577
Montlake Boulevard,"2811 Montlake Blvd E, Seattle, WA 98112, USA",47.646289,-122.3047439
Montlake Playfield,"1618 E Calhoun St, Seattle, WA 98112, USA",47.6416856,-122.3101794
Morgan Junction,"6413 California Ave SW, Seattle, WA 98136, USA",47.5453907,-122.3875175
Mount Baker Boulevard,"S McClellan St, Seattle, WA 98144, USA",47.5783547,-122.3012865
Mount Baker Park,"2521 Lake Park Dr S, Seattle, WA 98144, USA",47.58308299999999,-122.2874235
Mount Claire Park,"2523 Mt Claire Dr S, Seattle, WA 98144, USA",47.5814232,-122.2865577
Mt Baker Ridge Viewpoint,"1403 31st Ave S, Seattle, WA 98144, USA",47.59034279999999,-122.2924401
Myrtle Edwards Park,"3130 Alaskan Way, Seattle, WA 98121, USA",47.6148113,-122.3546241
Myrtle Reservoir,"35th Ave SW, Seattle, WA, USA",47.5366644,-122.3765918
Nantes Park,"5062 SW Admiral Way, Seattle, WA 98116, USA",47.57926,-122.395986
Nathan Hale Playfield,"10750 30th Ave NE, Seattle, WA 98125, USA",47.7076174,-122.2946522
NE 60th Street Park,"551 NE 60th St, Seattle, WA 98115, USA",47.6722298,-122.3228722
Nora's Woods,"720 29th Ave, Seattle, WA 98122, USA",47.60852420000001,-122.2948887
North Beach Park,"8999 24th Ave NW, Seattle, WA 98117, USA",47.6939557,-122.3875958
North Passage Point Park,"600 NE Northlake Way, Seattle, WA 98105, USA",47.6540381,-122.3219229
Northacres Park,"12718 1st Ave NE, Seattle, WA 98125, USA",47.7212902,-122.3262675
Northeast Queen Anne Greenbelt,"Seattle, WA, USA",47.6062095,-122.3320708
Northgate Park,"10510 5th Ave NE, Seattle, WA 98125, USA",47.70545689999999,-122.3223056
Northlake Park,"699 NE Northlake Way, Seattle, WA 98105, USA",47.6544618,-122.3216321
Northwest 60th Viewpoint,"6001 Seaview Ave NW, Seattle, WA 98107, USA",47.6721969,-122.4055337
Observatory Courts,"1405 Warren Ave N, Seattle, WA 98109, USA",47.6311585,-122.3546724
Occidental Square,"117 S Washington St, Seattle, WA 98104, USA",47.6008694,-122.3336142
Olympic Sculpture Park,"2901 Western Ave, Seattle, WA 98121, USA",47.61643189999999,-122.3541482
Open Water Park,"2351 W Marina Pl, Seattle, WA 98199, USA",47.6314358,-122.3884472
Orchard Street Ravine,"39th Ave SW, Seattle, WA, USA",47.54295330000001,-122.3818813
Othello Playground,"4351 S Othello St, Seattle, WA 98118, USA",47.5370441,-122.2780423
Oxbow Park,"6430 Corson Ave S, Seattle, WA 98108, USA",47.5457531,-122.3220059
Park Home Circle,"5622 Park Rd NE, Seattle, WA 98105, USA",47.6698555,-122.3054447
Parkmont Place,"2401 W Viewmont Way W, Seattle, WA 98199, USA",47.6405554,-122.4095791
Parsons Gardens,"650 W Highland Dr, Seattle, WA 98119, USA",47.6296233,-122.3657292
Peace Park,"NE 40th St, Williston, FL 32696, USA",29.3886035,-82.4214836
Pelly Place Natural Area,"6762 Murray Ave SW, Seattle, WA 98136, USA",47.5418511,-122.3938866
Peppi's Playground,"3233 E Spruce St, Seattle, WA 98122, USA",47.6031799,-122.2913936
Piers 62 and 63,"1951 Alaskan Way, Seattle, WA 98101, USA",47.6090768,-122.3446217
Pigeon Point Park,"4418 21st Ave SW, Seattle, WA 98106, USA",47.5605498,-122.3601946
Pinehurst Playground,"12029 14th Avenue Northeast, Seattle, WA 98125, USA",47.7160767,-122.3139636
Pinehurst Pocket Park,"11700 19th Ave NE, Seattle, WA 98125, USA",47.71395270000001,-122.3084513
Pioneer Square,"100 Yesler Way, Seattle, WA 98104, USA",47.6017321,-122.3341151
Pipers Creek Natural Area,"600 NW 117th St, Seattle, WA 98177, USA",47.7140888,-122.3635489
Plum Tree Park,"1717 26th Ave, Seattle, WA 98122, USA",47.6170603,-122.2987954
Plymouth Pillars Park,"1050 Pike St, Seattle, WA 98101, USA",47.6131964,-122.3295781
Powell Barnett Park,"352 Martin Luther King Jr Way, Seattle, WA 98122, USA",47.6051389,-122.2967296
Pratt Park,"1800 S Main St, Seattle, WA 98144, USA",47.6000057,-122.3075906
Prefontaine Place,"425 3rd Ave, Seattle, WA 98104, USA",47.6018045,-122.3305435
Prentis I. Frazier Park,"401 24th Ave E, Seattle, WA 98112, USA",47.62267050000001,-122.3011373
Pritchard Island Beach,"8400 55th Ave S, Seattle, WA 98118, USA",47.52854740000001,-122.2639282
Puget Boulevard Commons,"5200 26th Ave SW, Seattle, WA 98106, USA",47.5548375,-122.3655306
Puget Creek Greenspace,"1901 SW Brandon St, Seattle, WA 98106, USA",47.55370019999999,-122.3583101
Puget Park,"4767 Puget Way SW, Seattle, WA 98106, USA",47.5599289,-122.357147
Puget Ridge Playground,"6029 21st Ave SW, Seattle, WA 98106, USA",47.5474867,-122.3597676
Queen Anne Boulevard,"Queen Anne, Seattle, WA, USA",47.6323268,-122.3568641
Queen Anne Bowl Playfield,"2806 3rd Ave W, Seattle, WA 98119, USA",47.6455324,-122.3608716
Rainbow Point,"631 NE Banner Pl, Seattle, WA 98115, USA",47.6826253,-122.3202503
Rainier Beach Playfield,"8802 Rainier Ave S, Seattle, WA 98118, USA",47.5237521,-122.274225
Rainier Place,"230 NW 53rd St, Seattle, WA 98107, USA",47.6674501,-122.3594243
Rainier Playfield,"3700 S Alaska St, Seattle, WA 98118, USA",47.5607391,-122.2869688
Ravenna Boulevard,"NE Ravenna Blvd, Seattle, WA, USA",47.67189949999999,-122.3158493
Ravenna Park,"5520 Ravenna Ave NE, Seattle, WA 98105, USA",47.6691268,-122.3031661
Ravenna Park Triangle,"Ravenna Ave NE, Ohio, USA",40.9190948,-81.25416729999999
Ravenna Ravine,"6215 24th Ave NE, Seattle, WA 98115, USA",47.6746711,-122.3017154
Ravenna Woods,"4633 Ravenna Ave NE, Seattle, WA 98105, USA",47.6626337,-122.3028902
Ravenna-Eckstein Park,"6535 Ravenna Ave NE, Seattle, WA 98115, USA",47.6767203,-122.3042908
Regrade Park,"2251 3rd Ave, Seattle, WA 98121, USA",47.6143145,-122.3441743
Riverview Playfield,"7226 12th Ave SW, Seattle, WA 98106, USA",47.5379552,-122.3504194
Roanoke Park,"950 E Roanoke St, Seattle, WA 98102, USA",47.6432042,-122.320064
Roanoke Street Mini Park,"1 E Roanoke St, Seattle, WA 98102, USA",47.6431881,-122.3286011
Rogers Playground,"2516 Eastlake Ave E, Seattle, WA 98102, USA",47.6422397,-122.3258601
Ross Playground,"4320 4th Ave NW, Seattle, WA 98107, USA",47.6592772,-122.3618762
Rotary Viewpoint,"4622 35th Ave SW, Seattle, WA 98106, USA",47.5617925,-122.3761876
Roxhill Park,"2850 SW Roxbury St, Seattle, WA 98126, USA",47.5174169,-122.3692089
Sacajawea Playground,"1726 NE 94th St, Seattle, WA 98115, USA",47.6967053,-122.3092085
Salmon Bay Park,"2001 NW Canoe Pl, Seattle, WA 98117, USA",47.6799531,-122.3821345
Sam Smith Park,"1400 Martin Luther King Jr Way S, Seattle, WA 98144, USA",47.5906465,-122.2974663
Sandel Playground,"9053 1st Ave NW, Seattle, WA 98117, USA",47.69595289999999,-122.3584934
Schmitz Boulevard,"5717 SW Stevens St, Seattle, WA 98116, USA",47.5777773,-122.405538
Schmitz Preserve Park,"5551 SW Admiral Way, Seattle, WA 98116, USA",47.5771981,-122.4034813
Seacrest Park,"1660 Harbor Ave SW, Seattle, WA 98126, USA",47.5893899,-122.3806667
Seola Park,"11399 Seola Beach Dr SW, Burien, WA 98146, USA",47.4968079,-122.3753463
Seven Hills Park,"1514 E Howell St, Seattle, WA 98122, USA",47.6176336,-122.312566
Seward Park,"5900 Lake Washington Blvd S, Seattle, WA 98118, USA",47.5490709,-122.2559693
Sierra Place,"3300 Sierra Dr S, Seattle, WA 98144, USA",47.5734279,-122.2826033
Smith Cove Park,"23rd Ave W, Seattle, WA, USA",47.6459956,-122.3859127
Solstice Park,"7400 Fauntleroy Way SW, Seattle, WA 98136, USA",47.5369949,-122.3919301
Soundview Playfield,"1590 NW 90th St, Seattle, WA 98117, USA",47.6947008,-122.3777744
Soundview Terrace,"2500 11th Ave W, Seattle, WA 98119, USA",47.6407092,-122.3715776
South Park Meadow,"9141 8th Ave S, Seattle, WA 98108, USA",47.5210574,-122.3231015
South Park Playground,"738 S Sullivan St, Seattle, WA 98108, USA",47.52733600000001,-122.3239448
South Passage Point Park,"3320 Fuhrman Ave E, Seattle, WA 98102, USA",47.6520127,-122.3217438
Spring Street Mini Park,"1506 E Spring St, Seattle, WA 98122, USA",47.611564,-122.3127768
Spruce Street Mini Park,"160 21st Ave, Seattle, WA 98122, USA",47.6028269,-122.3050277
St. Marks Greenbelt,"1500 Lakeview Blvd E, Seattle, WA 98102, USA",47.632346,-122.32264
Stan Sayres Memorial Park,"3808 Lake Washington Blvd S, Seattle, WA 98118, USA",47.5700325,-122.2773772
Stevens Place,"2919 Beacon Ave S, Seattle, WA 98144, USA",47.577605,-122.3106779
Stevens Triangle,"3809 E John St, Seattle, WA 98112, USA",47.6195686,-122.2835775
Sturgus Park,"904 Sturgus Ave S, Seattle, WA 98144, USA",47.5944343,-122.315563
Sturtevant Ravine,"9335 Sturtevant Ave S, Seattle, WA 98118, USA",47.5177414,-122.2682125
Summit Place,"Belmont Ave E, Seattle, WA, USA",47.6231453,-122.3240437
Summit Slope Park,"200 Summit Ave E, Seattle, WA 98102, USA",47.619695,-122.3252688
Sunnyside Ave N Boat Ramp,"2301 N Northlake Way, Seattle, WA 98103, USA",47.6485114,-122.3322814
Sunset Hill Park,"7531 34th Ave NW, Seattle, WA 98117, USA",47.6835007,-122.4004422
Sunset Place,"105 NW 52nd St, Seattle, WA 98107, USA",47.6668516,-122.3575385
SW Queen Anne Greenbelt,"12th Ave SW, Childersburg, AL 35044, USA",33.2695951,-86.35428189999999
T.T. Minor Playground,"1698 E Union St, Seattle, WA 98122, USA",47.6129145,-122.3101692
Tashkent Park,"511 Boylston Ave E, Seattle, WA 98102, USA",47.6234209,-122.3230522
Terry Pettus Park,"2001 Fairview Ave E, Seattle, WA 98102, USA",47.6362195,-122.3280924
Thayer Place,"10088 Waters Ave S, Seattle, WA 98178, USA",47.5107629,-122.2503691
Thomas C. Wales Park,"2401 6th Ave N, Seattle, WA 98109, USA",47.64036720000001,-122.344445
Thomas Street Mini Park,"306 Bellevue Ave E, Seattle, WA 98102, USA",47.62103339999999,-122.3262539
Thorndyke Park,"1818 Thorndyke Ave W, Seattle, WA 98199, USA",47.6353901,-122.3902975
Thornton Creek Park #1,"13002 10th Ave NE, Seattle, WA 98125, USA",47.723554,-122.3180896
Thyme Patch Park,"2853 NW 58th St, Seattle, WA 98107, USA",47.6709081,-122.3951596
Tilikum Place,"2701 5th Ave, Seattle, WA 98121, USA",47.6184556,-122.3472444
Trolley Hill Park,"1800 Taylor Ave N, Seattle, WA 98109, USA",47.635234,-122.346411
Twelfth Avenue South Viewpoint,"2821 12th Ave S, Seattle, WA 98144, USA",47.5784733,-122.317306
12th West & West Howe Park,"1200 W Howe St, Seattle, WA 98119, USA",47.6359165,-122.3727879
Union Station Square,"316 S Jackson St, Seattle, WA 98104, USA",47.5992133,-122.3301768
University Circle,"5801 University Cir NE, Seattle, WA 98105, USA",47.6718568,-122.275098
University Lake Shore Place,"4275 NE 125th St, Seattle, WA 98125, USA",47.71874200000001,-122.2796
University Playground,"4745 9th Ave NE, Seattle, WA 98105, USA",47.6639415,-122.3184007
Ursula Judkins Viewpoint,"2605 W Galer St, Seattle, WA 98199, USA",47.6323097,-122.3910299
Van Asselt Playground,"7050 Beacon Ave S, Seattle, WA 98108, USA",47.5393682,-122.296668
Victor Steinbrueck Park,"2001 Western Ave, Seattle, WA 98121, USA",47.61050609999999,-122.3443965
Victory Creek Park,"1059 NE Northgate Way, Seattle, WA 98125, USA",47.7085206,-122.3163206
Victory Heights Playground,"1737 NE 106th St, Seattle, WA 98125, USA",47.7058508,-122.3086853
View Ridge Playfield,"4408 NE 70th St, Seattle, WA 98115, USA",47.6794276,-122.2801103
Viretta Park,"151 Lake Washington Blvd E, Seattle, WA 98112, USA",47.619283,-122.281587
Virgil Flaim Park,"2700 NE 123rd St, Seattle, WA 98125, USA",47.7174622,-122.298247
Volunteer Park,"Volunteer Park Water Tower, 1247 15th Ave E, Seattle, WA 98102, USA",47.6290199,-122.3145595
Volunteer Park Conservatory,"1400 E Galer St, Seattle, WA 98112, USA",47.6321051,-122.3166875
Wallingford Playfield,"4219 Wallingford Ave N, Seattle, WA 98103, USA",47.6588407,-122.3362484
Wallingford Steps,"1800 N Northlake Way, Seattle, WA 98103, USA",47.6471573,-122.3361203
Walt Hundley Playfield,"6920 34th Ave SW, Seattle, WA 98126, USA",47.5405372,-122.3746678
Ward Springs Park,"4th Ave, Paden City, WV, USA",39.5947196,-80.94965169999999
Warren G. Magnuson Park,"7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6829455,-122.2597761
Washington Park and Arboretum,"2300 Arboretum Dr E, Seattle, WA 98112, USA",47.6401392,-122.2937804
Washington Park Playfield,"1017 Lake Washington Blvd E, Seattle, WA 98112, USA",47.62654209999999,-122.2927658
Washington Street Boat Landing,"199 Alaskan Way S, Seattle, WA 98104, USA",47.6008876,-122.3360415
Waterfront Park,"1401 Alaskan Way, Seattle, WA 98101, USA",47.6073429,-122.3418718
Weather Watch Park,"4035 Beach Dr SW, Seattle, WA 98116, USA",47.5676986,-122.4095365
Webster Park,"3025 NW 68th St, Seattle, WA 98117, USA",47.6780033,-122.3960224
Wedgwood Square,"8126 31st Ave NE, Seattle, WA 98115, USA",47.6875826,-122.2949228
West Duwamish GS: Puget Park,"W Marginal Way SW, Seattle, WA, USA",47.55922289999999,-122.3517263
West Ewing Mini Park,"244 W Ewing St, Seattle, WA 98119, USA",47.65211559999999,-122.3616835
West Montlake Park,"2815 W Park Dr E, Seattle, WA 98112, USA",47.645736,-122.3090757
West Queen Anne Playfield,"150 W Blaine St, Seattle, WA 98119, USA",47.6347649,-122.3589948
West Seattle Golf Course,"4600 35th Ave SW, Seattle, WA 98126, USA",47.5620115,-122.3761874
West Seattle Stadium,"4432 35th Ave SW, Seattle, WA 98126, USA",47.5626282,-122.373717
Westcrest Park,"9000 8th Ave SW, Seattle, WA 98106, USA",47.523371,-122.340273
Westlake Greenbelt,"Westlake Ave, Seattle, WA, USA",47.6177761,-122.3383472
Westlake Park,"401 Pine St, Seattle, WA 98101, USA",47.6118256,-122.3369905
Westlake Square,"1900 Westlake Ave, Seattle, WA 98101, USA",47.6132859,-122.3374793
William Grose Park,"1814 30th Ave, Seattle, WA 98122, USA",47.61766720000001,-122.2934934
Williams Place,"199 15th Ave E, Seattle, WA 98112, USA",47.6199611,-122.3127416
Wolf Creek Ravine Natural Area,"Seattle, WA, USA",47.6062095,-122.3320708
Woodland Park,"1000 N 50th St, Seattle, WA 98103, USA",47.6658281,-122.3452842
Woodland Park Rose Garden,"750 N 50th St, Seattle, WA 98103, USA",47.6663332,-122.3505297
Woodland Park Zoo,"700 N 50th St, Seattle, WA 98103, USA",47.6683847,-122.3508961
Yesler Playfield,"835 Yesler Way, Seattle, WA 98104, USA",47.6014943,-122.3210104
York Park,"3650 Renton Ave S, Seattle, WA 98144, USA",47.5709421,-122.2962933
York Playground,"3327 34th Ave S, Seattle, WA 98144, USA",47.573427,-122.2899042
